Device,Completed,Start,End,PG0Dis,PG0Shown,PG0Submit,PG1PsnUse,PG1WdAuth,PG1Trn,PG1Other,PG1Submit,PG2Resp,PG2Submit,PG2Resp,PG3Submit,PG4Dtr0_6,PG4Psv7_8,PG4Prm9_10,PG4AllResp,PG4Submit,PG5_1RRPQ,PG5_1Order,PG5_1Time,PG5_2BNUI,PG5_2Order,PG5_2Time,PG5_3HDS,PG5_3Order,PG5_3Time,PG5_4VGP,PG5_4Order,PG5_4Time,PG5_5PHR,PG5_5Order,PG5_5Time,PG5_6SSYOP,PG5_6Order,PG5_6Time,PG5_7NDYP,PG5_7Order,PG5_7Time,PG5_8CP,PG5_8Order,PG5_8Time,PG5_9FRP,PG5_9Order,PG5_9Time,PG5_10RPA,PG5_10Order,PG5_10Time,PG5_11NSG,PG5_11Order,PG5_11Time,PG5_12NWG,PG5_12Order,PG5_12Time,PG5_13NFG,PG5_13Order,PG5_13Time,PG5Submit,PG6Resp,PG6Submit,PG7R,PG7C/C++,PG7Java,PG7Python,PG7Javascript,PG7Go,PG7C#,PG7Other,PG7Submit,PG8Resp,PG8Submit,PG9Resp,PG9Submit,PG10Resp,PG10Submit,PG11Resp,PG11Submit,PG12Resp,PG12Submit
Phone,TRUE,2018-10-11 13:36:59,2018-10-11 13:45:22,0,0,2018-10-11 13:37:05,For personal work and/or research use,,,,2018-10-11 13:37:09,No,2018-10-11 13:37:13,Chose the package to be compatible with other packages in my project,2018-10-11 13:42:55,,,10,10,2018-10-11 13:43:02,Medium Priority,13,2018-10-11 13:44:10,Not a Priority,14,2018-10-11 13:44:14,High Priority,5,2018-10-11 13:43:36,Medium Priority,1,2018-10-11 13:43:19,Medium Priority,4,2018-10-11 13:43:31,Medium Priority,11,2018-10-11 13:44:00,Not a Priority,8,2018-10-11 13:43:46,Low Priority,6,2018-10-11 13:43:40,High Priority,2,2018-10-11 13:43:23,Medium Priority,9,2018-10-11 13:43:49,Not a Priority,7,2018-10-11 13:43:42,Not a Priority,3,2018-10-11 13:43:27,Not a Priority,12,2018-10-11 13:44:02,2018-10-11 13:44:15,Less than 2 years,2018-10-11 13:44:21,R,,,Python,,,,,2018-10-11 13:44:29,Research Assistant,2018-10-11 13:44:51,1,2018-10-11 13:45:03,Native,2018-10-11 13:45:10,Male,2018-10-11 13:45:14,25 - 34,2018-10-11 13:45:21
PC,TRUE,2018-10-11 13:36:59,2018-10-11 13:39:36,0,0,2018-10-11 13:37:08,For personal work and/or research use,,,,2018-10-11 13:37:21,No,2018-10-11 13:37:30,Chose the package to be compatible with other packages in my project,2018-10-11 13:37:54,,,10,10,2018-10-11 13:38:03,High Priority,3,2018-10-11 13:38:27,,,,Essential,2,2018-10-11 13:38:21,High Priority,1,2018-10-11 13:38:20,,,,High Priority,6,2018-10-11 13:38:37,,,,High Priority,5,2018-10-11 13:38:34,Essential,4,2018-10-11 13:38:31,,,,,,,,,,,,,2018-10-11 13:38:45,2 - 5 years,2018-10-11 13:38:58,,,,,,,,,2018-10-11 13:39:05,,2018-10-11 13:39:07,11 - 15,2018-10-11 13:39:21,Native,2018-10-11 13:39:26,Female,2018-10-11 13:39:30,25 - 34,2018-10-11 13:39:35
PC,TRUE,2018-10-11 13:37:02,2018-10-11 13:40:34,168,204,2018-10-11 13:37:05,For personal work and/or research use,,,,2018-10-11 13:37:21,Not sure,2018-10-11 13:37:31,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 13:38:01,,,10,10,2018-10-11 13:38:07,Essential,6,2018-10-11 13:38:50,Low Priority,3,2018-10-11 13:38:40,Essential,1,2018-10-11 13:38:33,Medium Priority,4,2018-10-11 13:38:43,High Priority,2,2018-10-11 13:38:37,High Priority,5,2018-10-11 13:38:47,Low Priority,8,2018-10-11 13:38:56,High Priority,10,2018-10-11 13:39:01,Essential,7,2018-10-11 13:38:53,High Priority,13,2018-10-11 13:39:09,Not a Priority,12,2018-10-11 13:39:06,Not a Priority,11,2018-10-11 13:39:05,Not a Priority,14,2018-10-11 13:39:13,2018-10-11 13:39:13,2 - 5 years,2018-10-11 13:39:35,R,,,,,,,,2018-10-11 13:39:44,GIS consultant,2018-10-11 13:39:57,1,2018-10-11 13:40:07,Not native - passable,2018-10-11 13:40:20,Male,2018-10-11 13:40:28,25 - 34,2018-10-11 13:40:32
Phone,TRUE,2018-10-11 13:37:06,2018-10-11 13:39:45,0,0,2018-10-11 13:37:13,For personal work and/or research use,,,,2018-10-11 13:37:30,Not sure,2018-10-11 13:37:42,Simplify statistical processing,2018-10-11 13:38:16,,,10,10,2018-10-11 13:38:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-11 13:38:51,9 - 12 years,2018-10-11 13:38:59,R,C/C++,,Python,,,,,2018-10-11 13:39:10,Academic,2018-10-11 13:39:20,1,2018-10-11 13:39:29,Native,2018-10-11 13:39:35,Male,2018-10-11 13:39:38,25 - 34,2018-10-11 13:39:44
PC,TRUE,2018-10-11 13:37:09,2018-10-11 13:39:23,24,206,2018-10-11 13:37:14,For personal work and/or research use,,,,2018-10-11 13:37:22,Yes,2018-10-11 13:37:34,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 13:37:46,,,10,10,2018-10-11 13:37:50,,,,,,,High Priority,2,2018-10-11 13:38:07,,,,High Priority,4,2018-10-11 13:38:12,High Priority,3,2018-10-11 13:38:09,,,,,,,High Priority,5,2018-10-11 13:38:16,High Priority,1,2018-10-11 13:38:04,,,,,,,,,,2018-10-11 13:38:17,9 - 12 years,2018-10-11 13:38:24,perl,,,,,,,Other,2018-10-11 13:38:33,English Professor,2018-10-11 13:38:43,4 - 6,2018-10-11 13:38:49,Native,2018-10-11 13:38:57,Male,2018-10-11 13:39:01,35 - 44,2018-10-11 13:39:22
PC,FALSE,2018-10-11 13:37:23,,0,0,2018-10-11 13:37:34,For personal work and/or research use,,,,2018-10-11 13:37:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-11 13:37:27,2018-10-11 13:39:54,0,0,2018-10-11 13:37:32,,,For a training / class that I took,,2018-10-11 13:37:38,Not sure,2018-10-11 13:37:45,I saw a recommendation for the package,2018-10-11 13:38:00,,,,,2018-10-11 13:38:05,High Priority,5,2018-10-11 13:38:45,High Priority,7,2018-10-11 13:38:53,,,,,,,High Priority,4,2018-10-11 13:38:40,,,,,,,Medium Priority,1,2018-10-11 13:38:29,Medium Priority,3,2018-10-11 13:38:37,,,,High Priority,6,2018-10-11 13:38:49,,,,Not a Priority,2,2018-10-11 13:38:34,2018-10-11 13:38:59,9 - 12 years,2018-10-11 13:39:06,PHP,,,Python,Javascript,,,Other,2018-10-11 13:39:24,Software Engineer,2018-10-11 13:39:29,2 - 3,2018-10-11 13:39:33,Not native - full working proficiency,2018-10-11 13:39:40,Male,2018-10-11 13:39:44,25 - 34,2018-10-11 13:39:52
Phone,TRUE,2018-10-11 13:37:28,2018-10-11 13:40:51,1,209,2018-10-11 13:37:37,For personal work and/or research use,,,,2018-10-11 13:37:53,Not sure,2018-10-11 13:38:03,I saw a recommendation for the package,2018-10-11 13:38:19,,7,,7,2018-10-11 13:38:28,Medium Priority,9,2018-10-11 13:39:19,Not a Priority,2,2018-10-11 13:38:52,Essential,7,2018-10-11 13:39:08,Low Priority,11,2018-10-11 13:39:28,High Priority,1,2018-10-11 13:38:48,High Priority,8,2018-10-11 13:39:13,Not a Priority,5,2018-10-11 13:39:01,Low Priority,10,2018-10-11 13:39:22,Essential,12,2018-10-11 13:39:34,Low Priority,3,2018-10-11 13:38:54,Medium Priority,6,2018-10-11 13:39:05,Not a Priority,4,2018-10-11 13:38:57,Medium Priority,13,2018-10-11 13:39:38,2018-10-11 13:39:39,2 - 5 years,2018-10-11 13:39:53,,,,Python,Javascript,,,,2018-10-11 13:40:01,Student,2018-10-11 13:40:17,1,2018-10-11 13:40:27,Not native - sufficient working proficiency,2018-10-11 13:40:38,Female,2018-10-11 13:40:44,35 - 44,2018-10-11 13:40:49
Phone,FALSE,2018-10-11 13:37:43,,0,0,2018-10-11 13:37:53,,,For a training / class that I took,,2018-10-11 13:38:14,Yes,2018-10-11 13:38:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,FALSE,2018-10-11 13:37:50,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,FALSE,2018-10-11 13:37:59,,0,0,2018-10-11 13:38:07,,,,For a training class that I lead,2018-10-11 13:39:52,Not sure,2018-10-11 13:40:16,,2018-10-11 13:40:17,,,10,10,2018-10-11 13:40:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,TRUE,2018-10-11 13:37:59,2018-10-11 13:40:49,0,0,2018-10-11 13:38:05,For personal work and/or research use,,,,2018-10-11 13:38:26,No,2018-10-11 13:38:37,I saw a recommendation for the package,2018-10-11 13:38:52,,8,,8,2018-10-11 13:39:01,Medium Priority,12,2018-10-11 13:39:55,Low Priority,8,2018-10-11 13:39:44,High Priority,13,2018-10-11 13:39:58,Medium Priority,11,2018-10-11 13:39:53,Medium Priority,6,2018-10-11 13:39:37,Medium Priority,10,2018-10-11 13:39:48,Medium Priority,7,2018-10-11 13:39:41,High Priority,1,2018-10-11 13:39:22,Medium Priority,3,2018-10-11 13:39:28,High Priority,2,2018-10-11 13:39:25,Low Priority,5,2018-10-11 13:39:34,High Priority,9,2018-10-11 13:39:47,Low Priority,4,2018-10-11 13:39:31,2018-10-11 13:39:59,6 - 8 years,2018-10-11 13:40:06,R,,,Python,,,,,2018-10-11 13:40:14,Bioinformatician,2018-10-11 13:40:24,4 - 6,2018-10-11 13:40:30,Not native - full working proficiency,2018-10-11 13:40:39,Male,2018-10-11 13:40:43,25 - 34,2018-10-11 13:40:47
Phone,TRUE,2018-10-11 13:38:06,2018-10-11 13:41:34,168,214,2018-10-11 13:38:16,For personal work and/or research use,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 13:38:42,No,2018-10-11 13:38:53,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 13:39:19,6,,,6,2018-10-11 13:39:28,Low Priority,7,2018-10-11 13:40:25,Medium Priority,6,2018-10-11 13:40:16,High Priority,8,2018-10-11 13:40:28,Medium Priority,3,2018-10-11 13:39:59,High Priority,1,2018-10-11 13:39:43,Medium Priority,10,2018-10-11 13:40:40,Low Priority,9,2018-10-11 13:40:36,High Priority,2,2018-10-11 13:39:48,High Priority,4,2018-10-11 13:40:06,High Priority,5,2018-10-11 13:40:10,Medium Priority,13,2018-10-11 13:40:48,Low Priority,12,2018-10-11 13:40:44,Low Priority,11,2018-10-11 13:40:42,2018-10-11 13:40:48,2 - 5 years,2018-10-11 13:40:57,R,,,Python,,,,,2018-10-11 13:41:05,Data Scientist,2018-10-11 13:41:09,1,2018-10-11 13:41:18,Native,2018-10-11 13:41:24,Male,2018-10-11 13:41:28,25 - 34,2018-10-11 13:41:33
Phone,FALSE,2018-10-11 13:38:07,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,FALSE,2018-10-11 13:38:08,,1,216,2018-10-11 13:38:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,FALSE,2018-10-11 13:38:23,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-11 13:38:37,2018-10-11 13:42:20,24,218,2018-10-11 13:38:41,,,For a training / class that I took,,2018-10-11 13:39:09,Not sure,2018-10-11 13:39:21,this package was faster,2018-10-11 13:40:25,6,,,6,2018-10-11 13:40:32,Medium Priority,6,2018-10-11 13:41:09,Low Priority,3,2018-10-11 13:40:56,,,,High Priority,1,2018-10-11 13:40:48,High Priority,9,2018-10-11 13:41:17,Not a Priority,2,2018-10-11 13:40:53,Not a Priority,10,2018-10-11 13:41:21,Essential,5,2018-10-11 13:41:03,Medium Priority,4,2018-10-11 13:41:01,Medium Priority,7,2018-10-11 13:41:12,High Priority,11,2018-10-11 13:41:24,High Priority,12,2018-10-11 13:41:26,High Priority,8,2018-10-11 13:41:15,2018-10-11 13:41:27,2 - 5 years,2018-10-11 13:41:36,R,,,,,,,,2018-10-11 13:41:42,researcher,2018-10-11 13:41:51,More than 25,2018-10-11 13:42:01,Not native - full working proficiency,2018-10-11 13:42:11,Male,2018-10-11 13:42:15,25 - 34,2018-10-11 13:42:19
PC,FALSE,2018-10-11 13:38:52,,24,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,FALSE,2018-10-11 13:38:57,,24,220,2018-10-11 13:39:01,For personal work and/or research use,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 13:39:13,Not sure,2018-10-11 13:39:25,,2018-10-11 13:42:29,,7,,7,2018-10-11 13:42:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-11 13:39:07,2018-10-11 13:43:24,0,0,2018-10-11 13:39:59,For personal work and/or research use,,,,2018-10-11 13:40:23,No,2018-10-11 13:40:32,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 13:41:02,,,10,10,2018-10-11 13:41:08,Essential,6,2018-10-11 13:42:10,Medium Priority,13,2018-10-11 13:42:30,High Priority,2,2018-10-11 13:41:46,Medium Priority,5,2018-10-11 13:42:07,High Priority,4,2018-10-11 13:41:55,High Priority,12,2018-10-11 13:42:28,High Priority,8,2018-10-11 13:42:16,Essential,9,2018-10-11 13:42:20,Essential,10,2018-10-11 13:42:23,High Priority,1,2018-10-11 13:41:41,Medium Priority,7,2018-10-11 13:42:13,Medium Priority,11,2018-10-11 13:42:25,Low Priority,3,2018-10-11 13:41:49,2018-10-11 13:42:31,9 - 12 years,2018-10-11 13:42:37,SQL,,,Python,,,,Other,2018-10-11 13:42:48,Data Scientist,2018-10-11 13:42:53,11 - 15,2018-10-11 13:43:00,Native,2018-10-11 13:43:09,Male,2018-10-11 13:43:17,45 - 54,2018-10-11 13:43:22
PC,FALSE,2018-10-11 13:39:08,,24,222,2018-10-11 13:39:14,,,,training class that I led,2018-10-11 13:39:41,Not sure,2018-10-11 13:39:50,Chose the package to be compatible with other packages in my project,2018-10-11 13:40:14,5,,,5,2018-10-11 13:40:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-11 13:39:09,2018-10-11 13:41:24,24,223,2018-10-11 13:39:14,For personal work and/or research use,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 13:39:27,,2018-10-11 13:39:28,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 13:39:55,,,10,10,2018-10-11 13:40:01,,,,,,,High Priority,4,2018-10-11 13:40:40,High Priority,1,2018-10-11 13:40:27,,,,Medium Priority,7,2018-10-11 13:40:53,,,,High Priority,2,2018-10-11 13:40:33,,,,Essential,3,2018-10-11 13:40:35,Medium Priority,5,2018-10-11 13:40:48,Medium Priority,6,2018-10-11 13:40:51,,,,2018-10-11 13:40:52,6 - 8 years,2018-10-11 13:40:58,,,,,,,,,2018-10-11 13:41:00,Data Scientist,2018-10-11 13:41:10,7 - 10,2018-10-11 13:41:15,,2018-10-11 13:41:17,Male,2018-10-11 13:41:20,25 - 34,2018-10-11 13:41:23
Phone,TRUE,2018-10-11 13:39:11,2018-10-11 13:41:18,0,0,2018-10-11 13:39:16,For personal work and/or research use,,,,2018-10-11 13:39:36,Yes,2018-10-11 13:39:46,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 13:39:59,,7,,7,2018-10-11 13:40:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Priority,1,2018-10-11 13:40:26,,,,,,,2018-10-11 13:40:27,6 - 8 years,2018-10-11 13:40:37,R,,,,,,,,2018-10-11 13:40:42,Data Scientist,2018-10-11 13:40:47,4 - 6,2018-10-11 13:40:53,Not native - sufficient working proficiency,2018-10-11 13:41:02,Male,2018-10-11 13:41:06,25 - 34,2018-10-11 13:41:17
PC,TRUE,2018-10-11 13:39:16,2018-10-11 13:41:59,1,225,2018-10-11 13:39:20,,,For a training / class that I took,,2018-10-11 13:39:44,Not sure,2018-10-11 13:40:20,"I didn't choose to use the package, it was included implicitly / unintentionally",2018-10-11 13:40:33,0,,,0,2018-10-11 13:40:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-11 13:40:56,9 - 12 years,2018-10-11 13:41:10,R,,,Python,Javascript,,,,2018-10-11 13:41:19,Scientist,2018-10-11 13:41:28,4 - 6,2018-10-11 13:41:45,Native,2018-10-11 13:41:50,Male,2018-10-11 13:41:54,25 - 34,2018-10-11 13:41:58
PC,TRUE,2018-10-11 13:39:19,2018-10-11 13:43:47,0,0,2018-10-11 13:39:34,,,For a training / class that I took,,2018-10-11 13:40:21,No,2018-10-11 13:40:37,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 13:41:13,,,10,10,2018-10-11 13:41:20,,,,,,,High Priority,3,2018-10-11 13:42:21,,,,,,,,,,,,,,,,Essential,5,2018-10-11 13:42:22,,,,,,,,,,,,,2018-10-11 13:42:35,2 - 5 years,2018-10-11 13:42:43,R,,,,,,,,2018-10-11 13:42:49,Environmental researcher,2018-10-11 13:43:09,2 - 3,2018-10-11 13:43:18,Not native - full working proficiency,2018-10-11 13:43:32,Male,2018-10-11 13:43:39,25 - 34,2018-10-11 13:43:45
PC,TRUE,2018-10-11 13:39:42,2018-10-11 13:44:20,168,227,2018-10-11 13:39:50,For personal work and/or research use,,,,2018-10-11 13:39:58,No,2018-10-11 13:40:15,Chose the package to be compatible with other packages in my project,2018-10-11 13:40:26,,,9,9,2018-10-11 13:41:10,Essential,1,2018-10-11 13:42:59,,,,,,,,,,,,,,,,,,,High Priority,3,2018-10-11 13:43:13,High Priority,2,2018-10-11 13:43:06,,,,,,,,,,,,,2018-10-11 13:43:13,Less than 2 years,2018-10-11 13:43:22,R,,,,,,,,2018-10-11 13:43:27,PhD research student,2018-10-11 13:43:44,2 - 3,2018-10-11 13:43:59,Native,2018-10-11 13:44:10,Male,2018-10-11 13:44:14,35 - 44,2018-10-11 13:44:18
PC,TRUE,2018-10-11 13:39:47,2018-10-11 13:49:36,0,0,2018-10-11 13:39:55,,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 13:40:11,Yes,2018-10-11 13:41:24,Thought it was needed for dplyr piping and other functions. Really just need dplyr.,2018-10-11 13:46:16,0,,,0,2018-10-11 13:46:23,,,,,,,Essential,4,2018-10-11 13:48:12,Medium Priority,6,2018-10-11 13:48:15,,,,,,,,,,High Priority,8,2018-10-11 13:48:23,Essential,2,2018-10-11 13:48:03,High Priority,9,2018-10-11 13:48:38,,,,,,,,,,2018-10-11 13:48:38,6 - 8 years,2018-10-11 13:48:49,,,,,,,,,2018-10-11 13:48:51,Data Scientist,2018-10-11 13:49:05,1,2018-10-11 13:49:19,Native,2018-10-11 13:49:25,Male,2018-10-11 13:49:30,35 - 44,2018-10-11 13:49:35
PC,TRUE,2018-10-11 13:40:03,2018-10-11 13:46:44,0,0,2018-10-11 13:40:14,For personal work and/or research use,"For a wider audience, such as developers of other packages or other software",For a training / class that I took,,2018-10-11 13:40:23,Yes,2018-10-11 13:40:32,Chose the package to be compatible with other packages in my project,2018-10-11 13:40:44,,,9,9,2018-10-11 13:40:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-11 13:40:55,6 - 8 years,2018-10-11 13:41:03,R,,Java,Python,,,C#,,2018-10-11 13:41:36,Software Engineer,2018-10-11 13:41:43,More than 25,2018-10-11 13:41:49,Not native - full working proficiency,2018-10-11 13:46:34,Male,2018-10-11 13:46:39,25 - 34,2018-10-11 13:46:43
PC,TRUE,2018-10-11 13:40:06,2018-10-11 13:49:04,0,0,2018-10-11 13:40:21,,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 13:44:49,No,2018-10-11 13:45:13,Chose the package to be compatible with other packages in my project,2018-10-11 13:46:19,,,10,10,2018-10-11 13:46:26,Medium Priority,9,2018-10-11 13:47:39,High Priority,8,2018-10-11 13:47:36,High Priority,3,2018-10-11 13:47:07,Medium Priority,12,2018-10-11 13:47:49,High Priority,5,2018-10-11 13:47:12,Not a Priority,6,2018-10-11 13:47:24,,,,Low Priority,1,2018-10-11 13:46:59,Essential,2,2018-10-11 13:47:04,High Priority,7,2018-10-11 13:47:30,Medium Priority,4,2018-10-11 13:47:10,Medium Priority,11,2018-10-11 13:47:45,Medium Priority,10,2018-10-11 13:47:44,2018-10-11 13:47:51,20 years or more,2018-10-11 13:48:14,R,,,,,,,,2018-10-11 13:48:24,Data Scientist,2018-10-11 13:48:38,More than 25,2018-10-11 13:48:45,Not native - full working proficiency,2018-10-11 13:48:53,Male,2018-10-11 13:48:58,35 - 44,2018-10-11 13:49:03
PC,TRUE,2018-10-11 13:40:11,2018-10-11 13:43:07,0,0,2018-10-11 13:40:21,For personal work and/or research use,"For a wider audience, such as developers of other packages or other software",For a training / class that I took,,2018-10-11 13:40:33,Not sure,2018-10-11 13:40:49,Chose the package to be compatible with other packages in my project,2018-10-11 13:41:24,,,9,9,2018-10-11 13:41:30,Medium Priority,9,2018-10-11 13:42:07,Not a Priority,10,2018-10-11 13:42:10,Essential,1,2018-10-11 13:41:43,Not a Priority,12,2018-10-11 13:42:16,Not a Priority,13,2018-10-11 13:42:22,High Priority,2,2018-10-11 13:41:48,Not a Priority,11,2018-10-11 13:42:12,Essential,5,2018-10-11 13:41:56,Essential,3,2018-10-11 13:41:51,High Priority,6,2018-10-11 13:42:00,Not a Priority,4,2018-10-11 13:41:53,Not a Priority,8,2018-10-11 13:42:04,Not a Priority,7,2018-10-11 13:42:02,2018-10-11 13:42:23,2 - 5 years,2018-10-11 13:42:30,R,,,,,,,,2018-10-11 13:42:38,Data Scientist,2018-10-11 13:42:42,4 - 6,2018-10-11 13:42:53,,2018-10-11 13:42:54,Male,2018-10-11 13:43:01,18 - 24,2018-10-11 13:43:06
Phone,FALSE,2018-10-11 13:40:24,,1,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-11 13:41:17,2018-10-11 13:43:39,24,233,2018-10-11 13:41:23,For personal work and/or research use,,,,2018-10-11 13:41:31,Not sure,2018-10-11 13:41:58,Chose the package to be compatible with other packages in my project,2018-10-11 13:42:28,,8,,8,2018-10-11 13:42:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium Priority,2,2018-10-11 13:42:57,,,,,,,,,,2018-10-11 13:42:57,2 - 5 years,2018-10-11 13:43:09,R,,,,,,,,2018-10-11 13:43:14,Data Scientist,2018-10-11 13:43:19,1,2018-10-11 13:43:24,Not native - full working proficiency,2018-10-11 13:43:30,Male,2018-10-11 13:43:33,25 - 34,2018-10-11 13:43:37
Phone,TRUE,2018-10-11 13:41:30,2018-10-11 13:44:50,168,234,2018-10-11 13:41:42,For personal work and/or research use,,,,2018-10-11 13:41:52,Not sure,2018-10-11 13:42:03,Chose the package to be compatible with other packages in my project,2018-10-11 13:42:55,,,10,10,2018-10-11 13:42:59,High Priority,8,2018-10-11 13:43:30,Not a Priority,11,2018-10-11 13:43:36,Essential,6,2018-10-11 13:43:24,Not a Priority,2,2018-10-11 13:43:11,Medium Priority,4,2018-10-11 13:43:19,Not a Priority,3,2018-10-11 13:43:14,Not a Priority,12,2018-10-11 13:43:38,Not a Priority,13,2018-10-11 13:43:41,Essential,7,2018-10-11 13:43:27,High Priority,5,2018-10-11 13:43:21,Not a Priority,9,2018-10-11 13:43:32,Not a Priority,1,2018-10-11 13:43:09,Not a Priority,10,2018-10-11 13:43:34,2018-10-11 13:43:41,Less than 2 years,2018-10-11 13:43:49,R,,,,,,,,2018-10-11 13:43:56,Student,2018-10-11 13:44:18,4 - 6,2018-10-11 13:44:37,Native,2018-10-11 13:44:41,Male,2018-10-11 13:44:44,25 - 34,2018-10-11 13:44:49
PC,TRUE,2018-10-11 13:41:36,2018-10-11 13:44:26,1,235,2018-10-11 13:41:40,,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 13:42:28,No,2018-10-11 13:42:43,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 13:42:53,,,10,10,2018-10-11 13:43:03,High Priority,11,2018-10-11 13:43:31,Not a Priority,12,2018-10-11 13:43:33,Essential,9,2018-10-11 13:43:27,Not a Priority,10,2018-10-11 13:43:29,High Priority,3,2018-10-11 13:43:18,High Priority,5,2018-10-11 13:43:20,Not a Priority,6,2018-10-11 13:43:22,High Priority,2,2018-10-11 13:43:15,Essential,8,2018-10-11 13:43:26,Medium Priority,7,2018-10-11 13:43:24,Not a Priority,1,2018-10-11 13:43:13,Not a Priority,13,2018-10-11 13:43:34,Not a Priority,4,2018-10-11 13:43:18,2018-10-11 13:43:33,13 - 19 years,2018-10-11 13:43:41,R,,,,,,,,2018-10-11 13:43:50,Data Scientist,2018-10-11 13:43:54,More than 25,2018-10-11 13:44:00,Native,2018-10-11 13:44:04,Male,2018-10-11 13:44:10,35 - 44,2018-10-11 13:44:25
Phone,TRUE,2018-10-11 13:41:45,2018-10-11 13:44:17,24,236,2018-10-11 13:41:53,,,For a training / class that I took,,2018-10-11 13:42:00,Yes,2018-10-11 13:42:07,A good shortcut frankly,2018-10-11 13:42:36,,,9,9,2018-10-11 13:42:41,,,,,,,High Priority,1,2018-10-11 13:43:03,,,,,,,,,,,,,,,,,,,High Priority,2,2018-10-11 13:43:07,,,,,,,,,,2018-10-11 13:43:07,20 years or more,2018-10-11 13:43:16,R,,,,,,,,2018-10-11 13:43:22,Infra architect,2018-10-11 13:43:54,More than 25,2018-10-11 13:44:02,Native,2018-10-11 13:44:07,Female,2018-10-11 13:44:10,45 - 54,2018-10-11 13:44:16
PC,TRUE,2018-10-11 13:41:59,2018-10-11 13:45:15,0,0,2018-10-11 13:42:05,,,teaching economics,Other,2018-10-11 13:42:26,Not sure,2018-10-11 13:42:35,I saw a recommendation for the package,2018-10-11 13:42:56,6,,,6,2018-10-11 13:43:04,High Priority,8,2018-10-11 13:44:02,Low Priority,12,2018-10-11 13:44:12,Medium Priority,11,2018-10-11 13:44:09,Medium Priority,4,2018-10-11 13:43:51,High Priority,3,2018-10-11 13:43:47,Low Priority,7,2018-10-11 13:44:00,High Priority,5,2018-10-11 13:43:55,High Priority,13,2018-10-11 13:44:14,High Priority,6,2018-10-11 13:43:57,Medium Priority,1,2018-10-11 13:43:43,Not a Priority,9,2018-10-11 13:44:05,Not a Priority,10,2018-10-11 13:44:07,Low Priority,2,2018-10-11 13:43:45,2018-10-11 13:44:17,2 - 5 years,2018-10-11 13:44:24,R,,,Python,,,,,2018-10-11 13:44:31,Lecturer,2018-10-11 13:44:44,1,2018-10-11 13:44:53,Native,2018-10-11 13:45:00,Male,2018-10-11 13:45:06,55 - 64,2018-10-11 13:45:13
